36401	36600	23.50	0.1915
36601	36800	28.00	0.3214
36801	37000	27.50	-0.0909
37001	37200	29.00	0.1379
37201	37400	32.50	0.2308
37401	37600	27.00	-0.037
37601	37800	27.50	0.0545
37801	38000	36.00	-0.0278
38001	38200	28.00	0.2143
38201	38400	27.50	0.0545
38401	38600	28.50	0.1228
38601	38800	25.50	0.0196
38801	39000	30.50	0.1148
39001	39200	32.50	0.1692
39201	39400	28.00	0.0714
39401	39600	25.50	0.0588
39601	39800	27.00	0.0741
39801	40000	20.50	-0.0244
40001	40200	34.00	0.0882
40201	40400	34.00	0.2941
40401	40600	24.00	0.25
40601	40800	25.50	0.098
40801	41000	25.00	0.12
41001	41200	30.00	-0.3
41201	41400	38.00	0
41401	41600	40.50	-0.0123
41601	41800	46.00	-0.1957
41801	42000	38.00	0.1316
42001	42200	24.00	0.0417
42201	42400	29.50	-0.0169
42401	42600	27.00	-0.1852
42601	42800	24.50	-0.0204
42801	43000	31.50	0.1746
43001	43200	19.50	0.3333
43201	43400	36.50	0.2603
43401	43600	35.00	-0.1714
43601	43800	33.50	0.0746
43801	44000	49.00	0.1429
44001	44200	44.50	0.1461
44201	44400	53.00	0.3019
44401	44600	31.00	-0.129
44601	44800	40.00	0.375
44801	45000	29.00	-0.069
45001	45200	26.50	0.2453
45201	45400	27.00	-0.1852
45401	45600	32.50	0.2308
45601	45800	24.00	-0.0833
45801	46000	26.50	0.3962
46001	46200	35.50	-0.2113
46201	46400	41.00	0.0244
46401	46600	41.00	0.1463
46601	46800	43.50	0.0805
46801	47000	31.50	-0.0159
47001	47200	43.00	0.1163
47201	47400	38.00	-0.0789
47401	47600	54.50	-0.1927
47601	47800	38.00	0.0526
47801	48000	37.50	0.0933
48001	48200	34.50	0.0145
48201	48400	36.00	-0.0833
48401	48600	41.00	0.1463
48601	48800	37.00	0.1081
48801	49000	32.00	0.1875
49001	49200	31.50	0.0476
49201	49400	35.00	0.2857
49401	49600	31.50	-0.2381
49601	49800	32.50	-0.0462
49801	50000	29.00	0.0345
50001	50200	35.00	0
50201	50400	27.00	0.1111
50401	50600	24.50	0.2653
50601	50800	27.00	0.1852
50801	51000	37.00	0
51001	51200	32.50	0.1385
51201	51400	26.50	0.0943
51401	51600	33.00	-0.0606
51601	51800	29.50	0.0847
51801	52000	30.00	0.0333
52001	52200	27.50	0.0545
52201	52400	28.00	0.1429
52401	52600	27.50	0.0545
52601	52800	31.50	0.3016
52801	53000	30.00	-0.0667
53001	53200	41.00	0.2927
53201	53400	56.50	0.3451
53401	53600	50.50	0.1485
53601	53800	29.50	0.2203
53801	54000	29.50	0.2203
54001	54200	43.00	0
54201	54400	40.00	-0.125
54401	54600	33.00	0.1515
54601	54800	32.50	0.0769
54801	55000	32.50	-0.0154
55001	55200	32.00	0.1562
55201	55400	34.00	0.2941
55401	55600	30.50	0.1475
55601	55800	28.50	-0.0526
55801	56000	30.00	0.1
56001	56200	30.00	0.1
56201	56400	33.50	0.2239
56401	56600	40.50	0.037
56601	56800	29.50	0.0847
56801	57000	29.00	-0.2069
57001	57200	42.50	0.0118
57201	57400	29.00	-0.0345
57401	57600	28.00	0.2143
57601	57800	25.50	-0.098
57801	58000	31.50	-0.0476
58001	58200	29.00	0
58201	58400	30.00	0.2
58401	58600	37.50	0.04
58601	58800	30.50	0.2131
58801	59000	29.00	0.2759
59001	59200	33.50	0.1045
59201	59400	47.50	0.2
59401	59600	35.00	0.2286
59601	59800	43.00	0
59801	60000	28.50	0.2632
60001	60200	28.50	0.0877
60201	60400	34.50	0.1014
60401	60600	28.50	0.0877
60601	60800	26.50	0.2453
60801	61000	36.50	0.2055
61001	61200	37.50	0.04
61201	61400	37.00	0.1892
61401	61600	24.00	0.0833
61601	61800	35.50	0.0423
61801	62000	26.50	0.0566
62001	62200	34.50	0.1304
62201	62400	32.50	0.3538
62401	62600	31.50	0.1111
62601	62800	24.50	-0.0204
62801	63000	25.00	-0.2
63001	63200	24.50	0.0612
63201	63400	25.50	0.2549
63401	63600	27.00	0.1111
63601	63800	31.50	0.3016
63801	64000	31.00	0.2903
64001	64200	19.50	0.2308
64201	64400	29.50	0.0169
64401	64600	54.00	0
64601	64800	43.50	-0.3103
64801	65000	27.50	0.0545
65001	65200	32.00	0.1875
65201	65400	34.50	0.0145
65401	65600	41.00	-0.0976
65601	65800	33.00	0.2727
65801	66000	30.00	0.1667
66001	66200	29.50	0.1864
66201	66400	28.00	0.0357
66401	66600	45.00	0.0444
66601	66800	44.00	0.2045
66801	67000	35.00	0.1429
67001	67200	41.50	0.0843
67201	67400	37.50	0.2267
67401	67600	28.50	0.1579
67601	67800	35.00	-0.0286
67801	68000	33.50	0.1343
68001	68200	35.50	-0.0423
68201	68400	29.00	0.1379
68401	68600	40.00	0.1
68601	68800	38.00	0.0789
68801	69000	45.00	0.1333
69001	69200	24.50	0.4286
69201	69400	22.00	0.0909
69401	69600	24.00	0.2917
69601	69800	21.50	0.1628
69801	70000	38.50	-0.039
70001	70200	35.50	0.0986
70201	70400	26.50	-0.1321
70401	70600	41.50	0.0843
70601	70800	34.50	0.1594
70801	71000	34.50	0.1014
71001	71200	35.00	0
71201	71400	31.50	0.0159
71401	71600	42.00	0.0238
71601	71800	27.00	0.1481
71801	72000	24.50	0.2653
72001	72200	38.50	0.0649
72201	72400	36.50	0.2329
72401	72600	28.00	-0.0357
72601	72800	26.50	0.1698
72801	73000	38.50	0.1948
73001	73200	27.00	0.1852
73201	73400	30.00	0.0333
73401	73600	30.50	0.1475
73601	73800	23.00	0.087
73801	74000	28.00	0.1071
74001	74200	29.00	-0.1379
74201	74400	27.50	0.0182
74401	74600	28.00	0.0357
74601	74800	24.00	0.2083
74801	75000	23.50	0.1915
75001	75200	46.50	-0.1398
75201	75400	50.00	0.22
75401	75600	49.50	0.1111
75601	75800	32.50	-0.1385
75801	76000	30.00	0.1
76001	76200	47.00	0.1915
76201	76400	42.00	0
76401	76600	45.00	0.0222
76601	76800	33.00	0.2424
76801	77000	23.50	-0.0213
77001	77200	20.00	-0.05
77201	77400	32.50	0.1077
77401	77600	37.00	0.1081
77601	77800	31.50	0.1111
77801	78000	35.50	0.2676
78001	78200	31.50	0.2063
78201	78400	29.50	-0.1186
78401	78600	27.50	-0.0545
78601	78800	31.50	-0.0159
78801	79000	48.00	-0.0417
79001	79200	27.00	0.2222
79201	79400	28.50	-0.0877
79401	79600	29.00	0.2414
79601	79800	27.00	0.0741
79801	80000	52.50	0.2
80001	80200	32.00	0.1875
80201	80400	26.00	-0.1538
80401	80600	41.50	0.3253
80601	80800	33.00	0.0303
80801	81000	21.00	0.2857
81001	81200	43.00	0.0233
81201	81400	35.00	0
81401	81600	34.00	0.0882
81601	81800	38.50	0.0909
81801	82000	40.00	0.175
82001	82200	43.50	-0.0115
82201	82400	45.00	0.0444
82401	82600	31.00	0.0645
82601	82800	36.50	0.1233
82801	83000	33.00	-0.0909
83001	83200	40.00	0.175
83201	83400	29.50	0.1864
83401	83600	39.50	-0.0633
83601	83800	43.50	0.0805
83801	84000	44.00	-0.0455
84001	84200	29.50	0.2542
84201	84400	24.00	0.1667
84401	84600	21.50	0.2093
84601	84800	37.00	-0.0541
84801	85000	29.50	-0.0847
85001	85200	22.50	0.0222
85201	85400	46.50	-0.0323
85401	85600	52.50	0.1429
85601	85800	51.50	0.0291
85801	86000	29.50	-0.1186
86001	86200	26.00	0.1538
86201	86400	40.50	0.2346
86401	86600	40.00	0.175
86601	86800	40.00	0.1
86801	87000	29.50	0.1525
87001	87200	35.00	0.1429
87201	87400	39.50	0.1139
87401	87600	34.00	0.1471
87601	87800	27.00	0.2593
87801	88000	26.50	0.0566
88001	88200	31.00	0.2581
88201	88400	25.00	0.28
88401	88600	41.50	0.2048
88601	88800	38.00	0.3421
88801	89000	38.50	0.1688
89001	89200	31.50	0.1111
89201	89400	34.00	0.3235
89401	89600	38.50	0.1429
89601	89800	25.50	0.3725
89801	90000	24.50	0.102
90001	90200	30.50	0.3443
90201	90400	29.50	0.322
90401	90600	40.00	0.125
90601	90800	36.50	0.0685
90801	91000	32.50	0.3231
91001	91200	26.50	0.0566
91201	91400	31.00	0.129
91401	91600	31.50	0.2698
91601	91800	24.50	-0.0204
91801	92000	34.00	0.2647
92001	92200	30.00	0.5
92201	92400	42.50	0.1529
92401	92600	39.00	0.0256
92601	92800	35.00	0.1143
92801	93000	48.50	0.0515
93001	93200	35.50	0.3239
93201	93400	34.00	0.1471
93401	93600	30.50	0.0164
93601	93800	33.50	0.0448
93801	94000	36.00	0.1111
94001	94200	30.00	0
94201	94400	39.50	0.1139
94401	94600	29.00	0.4483
94601	94800	38.50	-0.1948
94801	95000	41.50	0.2048
95001	95200	35.50	0.1268
95201	95400	43.50	-0.0115
95401	95600	36.00	0.1389
95601	95800	31.50	0.2698
95801	96000	46.00	0.3043
96001	96200	53.00	0.0755
96201	96400	26.50	0.1321
96401	96600	41.50	0.1566
96601	96800	45.00	-0.0667
96801	97000	28.00	-0.0714
97001	97200	23.00	0.1739
97201	97400	25.50	-0.1765
97401	97600	45.50	0.2308
97601	97800	27.00	0.3333
97801	98000	29.50	0.0847
98001	98200	38.50	0.0909
98201	98400	49.50	0.2323
98401	98600	30.00	-0.1333
98601	98800	31.00	0.0645
98801	99000	30.50	0.082
99001	99200	28.00	0.2143
99201	99400	30.50	0.2131
99401	99600	23.50	0.1489
99601	99800	36.50	0.0137
99801	100000	31.50	0.2063
100001	100200	34.00	0.1176
100201	100400	35.50	-0.0141
100401	100600	33.50	0.194
100601	100800	32.50	0.1692
100801	101000	30.00	0.1
101001	101200	30.50	0.2787
101201	101400	25.50	0.2941
101401	101600	34.50	-0.1014
101601	101800	36.00	0.1389
101801	102000	29.50	0.0169
102001	102200	24.50	0.4286
102201	102400	21.00	0.1905
102401	102600	24.00	0.2917
102601	102800	21.00	0.0952
102801	103000	26.00	0.2692
103001	103200	22.00	0.1818
103201	103400	23.50	0.0213
103401	103600	34.50	0.0725
103601	103800	39.50	0.1899
103801	104000	34.50	0.3623
104001	104200	36.00	0.1111
104201	104400	31.50	0.2381
104401	104600	30.50	0.2459
104601	104800	39.00	0.0256
104801	105000	38.00	0.0263
105001	105200	36.00	0.0833
105201	105400	35.50	0.2394
105401	105600	30.50	0.0164
105601	105800	40.50	0.1605
105801	106000	38.50	0.0649
106001	106200	40.50	0.1358
106201	106400	48.50	-0.1753
106401	106600	46.00	0.1957
106601	106800	53.00	0.1509
106801	107000	42.00	0.119
107001	107200	35.50	0.3803
107201	107400	37.00	-0.0811
107401	107600	35.00	0.1143
107601	107800	34.00	0.1471
107801	108000	52.00	0.2115
108001	108200	43.00	0.2558
108201	108400	38.50	0.1688
108401	108600	35.50	0.0704
108601	108800	25.50	-0.0196
108801	109000	23.50	0.0638
109001	109200	38.50	0.1948
109201	109400	46.50	0.2258
109401	109600	42.50	-0.1059
109601	109800	38.50	0.1169
109801	110000	43.00	0.0233
110001	110200	37.50	-0.04
110201	110400	44.00	0.1818
110401	110600	39.00	0.0769
110601	110800	40.50	0.2099
110801	111000	38.00	0.0789
111001	111200	35.50	-0.0423
111201	111400	38.00	0.0526
111401	111600	39.50	0.0886
111601	111800	23.50	0.3191
111801	112000	25.00	-0.16
112001	112200	34.50	0.1884
112201	112400	41.00	0.1463
112401	112600	45.50	0.2527
112601	112800	41.00	-0.1951
112801	113000	41.00	0.0732
113001	113200	43.50	0.1034
113201	113400	37.00	0.027
113401	113600	41.00	0
113601	113800	38.00	0.1053
113801	114000	36.00	-0.1389
114001	114200	39.00	0.1026
114201	114400	44.00	0
114401	114600	42.00	0
114601	114800	24.50	-0.0204
114801	115000	35.50	0.1268
115001	115200	31.00	0
115201	115400	27.00	0.0741
115401	115600	30.00	-0.1333
115601	115800	27.00	0.2222
115801	116000	29.00	0.3448
116001	116200	39.50	0.1392
116201	116400	30.00	-0.0333
116401	116600	31.50	0.0794
116601	116800	28.00	-0.0357
116801	117000	37.50	-0.2
117001	117200	36.00	-0.0278
117201	117400	24.50	-0.0204
117401	117600	37.50	0.04
117601	117800	29.50	0.1525
117801	118000	23.00	-0.1304
118001	118200	33.00	0.1515
118201	118400	26.50	0.1321
118401	118600	30.50	0.1475
118601	118800	25.50	0.2549
118801	119000	30.00	0.2333
119001	119200	30.00	0.0333
119201	119400	26.00	0.1154
119401	119600	44.00	0.0455
119601	119800	26.00	0.0769
119801	120000	34.00	0.2353
120001	120200	45.50	0.033
120201	120400	39.00	0.2308
120401	120600	45.50	0.0549
120601	120800	36.00	0.2778
120801	121000	35.50	0.0704
121001	121200	35.50	0.2113
121201	121400	40.00	0.05
121401	121600	27.50	0.1273
121601	121800	35.00	-0.1429
121801	122000	49.00	0.1429
122001	122200	25.50	0.451
122201	122400	18.50	0.2432
122401	122600	31.00	0.129
122601	122800	33.50	0.1045
122801	123000	34.50	0.2174
123001	123200	36.50	0.2603
123201	123400	37.50	-0.0133
123401	123600	34.00	0.1176
123601	123800	36.50	0.0137
123801	124000	35.50	0.0704
124001	124200	35.50	-0.0141
124201	124400	31.00	0.3226
124401	124600	35.00	0.0571
124601	124800	40.50	0.1605
124801	125000	24.00	0.0833
125001	125200	33.00	0.1212
125201	125400	39.50	0.0886
125401	125600	40.00	0.05
125601	125800	33.50	0.2537
125801	126000	29.00	0.2759
126001	126200	30.00	0.2
126201	126400	34.50	-0.1594
126401	126600	35.50	0.0423
126601	126800	40.00	0.2
126801	127000	32.50	-0.2308
127001	127200	39.00	-0.0256
127201	127400	23.50	0.4894
127401	127600	34.50	0.0435
127601	127800	27.50	-0.0909
127801	128000	22.50	0.0667
128001	128200	33.50	0.194
128201	128400	38.00	0.3684
128401	128600	40.50	0.1852
128601	128800	41.00	0.1707
128801	129000	32.50	0.2
129001	129200	29.00	0.3448
129201	129400	27.00	0.1852
129401	129600	22.50	0.2
129601	129800	25.00	0.24
129801	130000	28.00	0.1429
130001	130200	22.00	0.2727
130201	130400	35.50	0.1268
130401	130600	31.50	0.1111
130601	130800	35.00	0.2
130801	131000	30.00	0.2
131001	131200	33.50	0.2537
131201	131400	43.50	0.0805
131401	131600	41.50	0.2771
131601	131800	26.00	0
131801	132000	48.50	0.1546
132001	132200	48.50	0.1546
132201	132400	47.50	-0.1158
132401	132600	42.00	-0.2143
132601	132800	34.00	-0.0882
132801	133000	43.00	-0.0698
133001	133200	29.50	0.0508
133201	133400	21.00	0
133401	133600	48.00	0.0208
133601	133800	15.50	0.0323
133801	134000	26.50	0.2453
134001	134200	35.00	0.1143
134201	134400	28.00	0.4286
134401	134600	34.50	0.0725
134601	134800	41.00	0.1707
134801	135000	38.00	0.0263
135001	135200	30.50	0.3115
135201	135400	38.00	-0.1316
135401	135600	45.00	-0.0889
135601	135800	52.50	0.2952
135801	136000	38.50	-0.2468
136001	136200	39.50	0.2405
136201	136400	42.50	-0.0588
136401	136600	38.00	0.3158
136601	136800	49.50	0.2121
136801	137000	42.50	0.1765
137001	137200	33.50	0.1045
137201	137400	53.00	0.3962
137401	137600	32.50	0.1692
137601	137800	33.00	0.1818
137801	138000	40.50	0.1852
138001	138200	41.50	0.0602
138201	138400	33.00	-0.0606
138401	138600	33.50	0.0746
138601	138800	44.50	0.0562
138801	139000	46.00	0.4348
139001	139200	32.00	0.3125
139201	139400	51.00	0.2745
139401	139600	44.50	0.1461
139601	139800	35.00	0.1429
139801	140000	33.00	-0.0303
140001	140200	41.50	-0.0843
140201	140400	43.00	0.5581
140401	140600	32.50	0.2308
140601	140800	41.00	0.3171
140801	141000	37.00	0.1622
141001	141200	23.00	0.1739
141201	141400	30.00	0.1
141401	141600	42.00	0.5952
141601	141800	46.50	0.4409
141801	142000	36.50	0.0685
142001	142200	45.50	0.1209
142201	142400	42.00	0.0714
142401	142600	29.50	0.2542
142601	142800	29.00	-0.1379
142801	143000	29.50	0.2542
143001	143200	22.50	0.1111
143201	143400	41.00	0.3171
143401	143600	22.00	0.1818
143601	143800	24.50	-0.0204
143801	144000	24.50	0.2245
144001	144200	20.50	-0.1707
144201	144400	29.50	0.1864
144401	144600	30.50	0.1475
144601	144800	39.00	0.2564
144801	145000	38.00	-0.0263
145001	145200	24.50	0.0204
145201	145400	54.00	0.2593
145401	145600	47.50	0.4105
145601	145800	46.50	0.2688
145801	146000	27.50	-0.0909
146001	146200	51.50	0.2816
146201	146400	16.50	0.0909
146401	146600	29.50	0.1186
146601	146800	23.50	-0.0638
146801	147000	24.00	-0.2083
147001	147200	25.50	-0.0588
147201	147400	24.50	-0.0612
147401	147600	27.00	0.1481
147601	147800	25.50	0.2157
147801	148000	22.50	-0.0667
148001	148200	26.00	0.1538
148201	148400	46.50	0.3333
148401	148600	30.00	-0.1667
148601	148800	27.50	0.2
148801	149000	27.00	0.2222
149001	149200	26.50	0.1698
149201	149400	35.50	0.4366
149401	149600	30.50	-0.0492
149601	149800	36.00	-0.0833
149801	150000	28.50	-0.1579
150001	150200	28.00	-0.0357
150201	150400	36.50	0.1781
150401	150600	32.50	0.0154
150601	150800	29.00	-0.0345
150801	151000	37.00	0.1622
151001	151200	29.50	0.1186
151201	151400	29.50	0.3559
151401	151600	39.00	0.2051
151601	151800	29.00	0
151801	152000	30.00	0
152001	152200	26.50	0.1698
152201	152400	33.00	0.1515
152401	152600	26.00	-0.1154
152601	152800	23.50	-0.0213
152801	153000	23.50	0.3191
153001	153200	28.50	0.193
153201	153400	19.50	0.2821
153401	153600	35.50	-0.1549
153601	153800	28.00	0.25
153801	154000	33.00	0.1515
154001	154200	27.50	0.3455
154201	154400	24.50	-0.0204
154401	154600	27.50	0.1636
154601	154800	23.50	0.0213
154801	155000	29.50	0.0508
155001	155200	46.50	0.4194
155201	155400	40.00	-0.1
155401	155600	40.00	0.4
155601	155800	28.00	-0.0714
155801	156000	41.00	0.561
156001	156200	44.00	0.5
156201	156400	32.50	0.3231
156401	156600	33.00	0.0303
156601	156800	40.50	0.0617
156801	157000	44.50	0.0562
157001	157200	40.50	0.0864
157201	157400	33.50	0.2537
157401	157600	41.00	-0.0732
157601	157800	37.00	0.1351
157801	158000	34.00	0.0882
158001	158200	34.00	0.2059
158201	158400	34.00	0
158401	158600	35.50	-0.1268
158601	158800	33.00	0.0606
158801	159000	39.00	0.0513
159001	159200	40.50	0.1852
159201	159400	43.50	0.0115
159401	159600	40.50	0.2099
159601	159800	37.50	0.1467
159801	160000	39.50	-0.0127
160001	160200	42.50	-0.0118
160201	160400	37.50	-0.1467
160401	160600	41.00	0.2195
160601	160800	42.00	0.1429
160801	161000	37.50	0.04
161001	161200	41.00	-0.122
161201	161400	33.00	0.3333
161401	161600	40.50	0.2099
161601	161800	37.50	-0.0933
161801	162000	30.50	0.0492
162001	162200	50.00	0.14
162201	162400	38.50	0.4286
162401	162600	31.00	0.0968
162601	162800	22.50	0.5111
162801	163000	23.50	-0.0638
163001	163200	35.00	0.1429
163201	163400	26.00	0.1538
163401	163600	25.50	0.0196
163601	163800	29.00	0.0345
163801	164000	38.50	0.013
164001	164200	52.50	0.2952
164201	164400	38.00	0.1842
164401	164600	44.00	0
164601	164800	44.50	-0.0787
164801	165000	41.00	-0.0488
165001	165200	39.00	0.2308
165201	165400	36.50	0.0137
165401	165600	37.00	0.0541
165601	165800	34.00	0.0588
165801	166000	36.00	0.1389
166001	166200	38.50	0.013
166201	166400	36.50	0.0137
166401	166600	37.00	0.1081
166601	166800	31.00	-0.0968
166801	167000	38.50	0.1948
167001	167200	33.00	0.1515
167201	167400	36.00	0.25
167401	167600	34.00	-0.0294
167601	167800	27.00	0.037
167801	168000	40.00	-0.025
168001	168200	39.00	0.2308
168201	168400	42.00	0.2619
168401	168600	30.50	0.0492
168601	168800	25.00	0
168801	169000	29.50	0.1525
169001	169200	23.50	0.1064
169201	169400	21.50	0.0233
169401	169600	27.50	0.2364
169601	169800	30.50	-0.082
169801	170000	34.00	0.2059
170001	170200	34.50	0.1594
170201	170400	21.00	0.2857
170401	170600	26.00	0.1154
170601	170800	36.50	0.0411
170801	171000	19.00	0.1053
171001	171200	32.00	0.0625
171201	171400	25.50	-0.098
171401	171600	36.50	0.1233
171601	171800	25.50	0.0196
171801	172000	29.50	-0.0508
172001	172200	31.50	0.1429
172201	172400	35.50	0.1831
172401	172600	29.50	0.0508
172601	172800	36.50	0.0137
172801	173000	34.50	0.2464
173001	173200	27.00	0.2593
173201	173400	29.50	0.0508
173401	173600	27.00	-0.0741
173601	173800	34.50	0.1884
173801	174000	41.00	0.1707
174001	174200	37.00	0.2432
174201	174400	33.00	0.0606
174401	174600	23.00	-0.0435
174601	174800	45.50	0.2088
174801	175000	44.50	-0.0112
175001	175200	38.00	0.3947
175201	175400	24.50	0.2245
175401	175600	32.50	-0.0154
175601	175800	31.50	0.1429
175801	176000	36.00	0.1111
176001	176200	31.50	-0.0159
176201	176400	44.50	-0.1461
176401	176600	32.00	0.0938
176601	176800	44.50	0.0112
176801	177000	42.00	0.0238
177001	177200	39.00	0
177201	177400	30.00	0.0667
177401	177600	29.00	0
177601	177800	23.50	-0.0213
177801	178000	48.50	0.0309
178001	178200	29.00	0.069
178201	178400	24.50	0.0612
178401	178600	42.50	0.1765
178601	178800	34.50	0.1304
178801	179000	66.50	0.609
179001	179200	48.50	-0.0103
179201	179400	32.50	-0.0769
179401	179600	21.00	0.0476
179601	179800	24.50	0.1429
179801	180000	32.50	0.4769
180001	180200	20.00	0.5
180201	180400	30.00	0.1667
180401	180600	19.50	0.0256
180601	180800	19.50	0.4359
180801	181000	34.00	0
181001	181200	31.50	-0.0159
181201	181400	26.00	0.1923
181401	181600	24.00	-0.0417
181601	181800	28.50	0.1228
181801	182000	26.50	0.0943
182001	182200	23.00	0.1739
182201	182400	29.00	-0.1379
182401	182600	30.00	0.1333
182601	182800	31.00	0.0323
182801	183000	29.50	0.2203
183001	183200	27.50	0.0909
183201	183400	40.50	-0.0864
183401	183600	28.50	0.0877
183601	183800	25.50	0.0196
183801	184000	34.00	0.0588
184001	184200	23.00	0.2174
184201	184400	33.00	0.303
184401	184600	28.50	0.2632
184601	184800	28.50	-0.1228
184801	185000	49.50	0.1313
185001	185200	62.00	0.3387
185201	185400	54.50	0.4312
185401	185600	40.50	0.2593
185601	185800	46.50	0.1613
185801	186000	56.50	0.2743
186001	186200	39.00	-0.2564
186201	186400	29.00	-0.069
186401	186600	27.00	0
